,Unnamed: 0.1,NPI,PROVIDER NAME,ADDRESS LINE 1,ADDRESS LINE 2,CITY,STATE,ZIP,MEDICARE ID EFFECTIVE DATE,PHONE,address,lat,lon
61,61,1225182215,WMRS INC,11604 BEDFORD ROAD,WESTERN MARYLAND RECOVERY SERVICE,CUMBERLAND,MD,21502-6805,1/1/2020,3017241144,"11604 bedford road,Cumberland,MD,21502,US",39.6824948,-78.7341407
62,62,1225570195,CROSSROADS TREATMENT CENTER OF DANV,1555 MEADOWVIEW DR,STE 5,DANVILLE,VA,24541-7352,1/1/2020,8008056989,"1555 meadowview dr,Danville,VA,24541,US",36.6054446,-79.52675280000001
63,63,1235205584,ADDICTION MEDICINE AND HEALTH ADVOC,928 MARKET ST,,PHILADELPHIA,PA,19107-4226,11/7/2022,2159234202x104,"928 market,Philadelphia,PA,19107,US",39.9513162,-75.15619749999999
64,64,1235256439,PATERSON COUNSELING CENTER INC,319-321 MAIN ST,,PATERSON,NJ,07505-1805,2/25/2020,9735238316x7222,"319-321 main,Paterson,NJ,07505,US",40.9142599,-74.1730745
65,65,1245482793,CROSSROADS TREATEMENT CENTER OF GRE,2706 N CHURCH ST,,GREENSBORO,NC,27405-3657,1/1/2020,8668669277,"2706 n church,Greensboro,NC,27405,US",36.1129514,-79.7808879
66,66,1245892470,WALTER B JONES CENTER WOODSIDE,2577 W FIFTH ST,,GREENVILLE,NC,27834-7813,11/6/2020,2528303426,"2577 w fifth,Greenville,NC,27834,US",35.6158714,-77.4127745
67,67,1255059481,PINNACLE TREATMENT CENTERS NJ-III L,1200 S. WHITE HORSE PIKE,"SUITES 8,9,10, 11",SOMERDALE,NJ,8083,1/1/2020,8567927513,"1200 s. white horse pike,Somerdale,NJ,8083,US",39.8350151,-75.0051866
68,68,1255312203,MAN ALIVE INC,2117 MARYLAND AVE,,BALTIMORE,MD,21218-5614,1/1/2020,4108374292,"2117 maryland ave,Baltimore,MD,21218,US",39.3137019,-76.6177818
69,69,1255372108,NEW ERA REHABILITATION CENTER INC,4675 MAIN STREET,"GROUND FLOOR, REAR ENTRANCE",BRIDGEPORT,CT,06606-1813,7/6/2021,2033440025,"4675 main,Bridgeport,CT,06606,US",41.2232525,-73.2188109
70,70,1265101661,"PINNACLE TREATMENT CENTERS NJ-I, LL",411 US HIGHWAY 9,STE 1,LANOKA HARBOR,NJ,08734-2818,1/1/2020,6093574428,"411 us highway 9,Lanoka harbor,NJ,08734,US",39.8532254,-74.1807397
71,71,1265187389,SUNRISE TREATMENT CENTER,1421 PARKER CT,,SPRINGFIELD,OH,45504-2855,1/1/2020,5139414999,"1421 parker ct,Springfield,OH,45504,US",39.9274136,-83.8349971
72,72,1265647853,HICKORY METRO TREATMENT CENTER,1611 CASTLE HAYNE RD,BLDG C,WILMINGTON,NC,28401-8859,1/1/2020,9102516644,"1611 castle hayne rd,Wilmington,NC,28401,US",34.2677467,-77.9321982
73,73,1265665954,"NORTHPOINTE COUNCIL, INC.",TROTT ACCESS CENTER,1001 11TH ST,NIAGARA FALLS,NY,14301-1201,10/16/2021,7162821228,"Trott access center,Niagara falls,NY,14301,US",43.0989333,-79.0495598
74,74,1275073546,ARS OF NEW JERSEY LLC,110 AMERICAN BLVD,STE 5,TURNERSVILLE,NJ,08012-1767,5/28/2021,8563525999,"110 american blvd,Turnersville,NJ,08012,US",39.7245999,-75.03473819999999
75,75,1275698615,AEGIS TREATMENT CENTERS LLC,125 W F ST,STE 101,ONTARIO,CA,91762-3201,1/1/2020,9099864550,"125 w f,Ontario,CA,91762,US",34.0691304,-117.6521657
76,76,1275804205,AMERICAN ADDICTION TREATMENT SERVIC,1496 N BEALE RD,,MARYSVILLE,CA,95901-6205,1/24/2020,5307498640,"1496 n beale rd,Marysville,CA,95901,US",39.1265831,-121.5615238
77,77,1285042911,"NEW JOURNEY, INC.",32 DEFENSE ST,,ANNAPOLIS,MD,21401-3103,1/1/2020,4439497150,"32 defense,Annapolis,MD,21401,US",38.9843339,-76.5385044
78,78,1285057638,BHG XXXI LLC,640 US HIGHWAY 51 BYP E,STE M,DYERSBURG,TN,38024-2067,1/1/2020,7312856535,"640 us highway 51 byp e,Dyersburg,TN,38024,US",36.0560016,-89.3771778
79,79,1285801589,NORTH TEXAS ADDICTION COUNSELING,3539 NW JIM WRIGHT FWY,,FORT WORTH,TX,76106-3201,1/1/2020,6822241441,"3539 nw jim wright fwy,Fort worth,TX,76106,US",32.8147394,-97.4084109
80,80,1295224178,METRO TREATMENT OF NEW HAMPSHIRE LP,880 CENTRAL ST,STE 10,FRANKLIN,NH,03235-2040,1/1/2020,6036713215,"880 central,Franklin,NH,03235,US",43.44784079999999,-71.6268221
81,81,1306242821,NEW DIRECTIONS HEALTHCARE LLC,306 W 11TH ST,2ND FLOOR,ERIE,PA,16501-1705,1/1/2020,8142406216,"306 w 11th,Erie,PA,16501,US",42.1225381,-80.08863649999999
82,82,1306514583,"BHG XLIX, LLC",176 CUDE LN,,MADISON,TN,37115-2202,12/3/2021,6152816757,"176 cude ln,Madison,TN,37115,US",36.2973636,-86.69590199999999
83,83,1316503584 1942728282,"PREMIER CARE OF OHIO, LLC",2727 SAINT JOHNS RD,STE D,LIMA,OH,45804-4029,1/1/2020,5679409145,"2727 saint johns rd,Lima,OH,45804,US",40.7016194,-84.0894984
84,84,1326181264,NARCOTICS PREVENTION ASSOCIATION IC,942 S ATLANTIC BLVD,,LOS ANGELES,CA,90022-4004,6/16/2022,3232639700,"942 s atlantic blvd,Los angeles,CA,90022,US",34.0191626,-118.157438
85,85,1326209925,VCPHCS XII LLC,5250 LEETSDALE DR # 220,BHG DENVER TREATMENT CENTER,DENVER,CO,80246-1438,1/1/2020,3036295293,"5250 leetsdale dr # 220,Denver,CO,80246,US",39.7072701,-104.9261877
86,86,1326354697,MISSION TREATMENT CENTERS INC,2887 S MARYLAND PKWY,,LAS VEGAS,NV,89109-1511,1/1/2020,7024744104,"2887 s maryland pkwy,Las vegas,NV,89109,US",36.1373521,-115.137396
87,87,1326511882,FAMILY GUIDANCE CENTERS INC,333 W EVERGREEN ST,,MANTENO,IL,60950-9329,4/1/2020,8154686556,"333 w evergreen,Manteno,IL,60950,US",41.2293739,-87.8080102
88,88,1326689076,CRC RECOVERY INC,1750 W BROADWAY,,COUNCIL BLUFFS,IA,51501-3814,3/4/2021,7122156588,"1750 w broadway,Council bluffs,IA,51501,US",41.2622344,-95.8705452
89,89,1336270446,WEST TEXAS COUNSELING & REHABILITAT,2610 EXCHANGE PLZ,"WTCR TEMPLE, INC.",TEMPLE,TX,76504-7033,1/1/2020,2547420490,"2610 exchange plz,Temple,TX,76504,US",31.1990792,-97.4408397
90,90,1336619220,CONSECRATED CARE INC,217 ARROWHEAD BLVD,STE B1,JONESBORO,GA,30236-1169,2/1/2020,7704729110,"217 arrowhead blvd,Jonesboro,GA,30236,US",33.5782736,-84.383404
91,91,1346397551,AEGIS TREATMENT CENTERS LLC,625 E MAIN ST,,SANTA PAULA,CA,93060-2608,1/1/2020,8055254669,"625 e main,Santa paula,CA,93060,US",34.3521484,-119.0664712
92,92,1346472412,UNITED PLANNING ORGANIZATION,1900 MASSACHUSETTS AVE SE BLDG 13,UPO COMPREHENSIVE TRMT CTR,WASHINGTON,DC,20003-2542,6/11/2020,2026826599,"1900 massachusetts ave se bldg 13,Washington,DC,20003,US",38.88555119999999,-76.9739373
93,93,1346577202,SUNRISE DETOX II,1272 LONG HILL RD,,STIRLING,NJ,07980-1010,12/1/2022,9085042700,"1272 long hill rd,Stirling,NJ,07980,US",40.6807535,-74.49745349999999
94,94,1346888260 1659919561,BAART BEHAVIORAL,716 S CHASE ST,,PORT ANGELES,WA,98362-6122,1/1/2021,3603952976,"716 s chase,Port angeles,WA,98362,US",48.1118898,-123.4353974
95,95,1356485551,ASSOCIATION FOR THE ADVANCEMENT OF,1205 E HILLSIDE RD,STE B,LAREDO,TX,78041-3319,10/8/2020,7139269491x3103,"1205 e hillside rd,Laredo,TX,78041,US",27.5445981,-99.4814024
96,96,1356522684,VALLE DEL SOL INC,334 W 10TH PL,STE 100,MESA,AZ,85201-3499,2/17/2020,6022586797,"334 w 10th pl,Mesa,AZ,85201,US",33.4344588,-111.8390892
97,97,1356557425,"ALIVIANE, INC.",1626 MEDICAL CENTER DR,ALIVIANE,EL PASO,TX,79902-5010,9/18/2020,9157824000x1418,"1626 medical center dr,El paso,TX,79902,US",31.7779945,-106.4793954
98,98,1356637573,TREATMENT CENTERS INC,3430 N JACKSON HWY,,SHEFFIELD,AL,35660-3512,1/1/2020,2563836646,"3430 n jackson hwy,Sheffield,AL,35660,US",34.7662868,-87.67610959999999
99,99,1356764898,OUTLOOK RECOVERY LLC,21030 POINT LOOKOUT RD,UNIT 10,CALLAWAY,MD,20620-2349,3/27/2020,2402378325,"21030 point lookout rd,Callaway,MD,20620,US",38.23816830000001,-76.5263099
100,100,1356799688,CROSSROADS TREATMENT CENTER OF NORT,4083 CLOUD SPRINGS RD,,RINGGOLD,GA,30736-8411,1/1/2020,8008056989,"4083 cloud springs rd,Ringgold,GA,30736,US",34.9624237,-85.1964496
101,101,1356854277,"PINNACLE TREATMENT CENTERS VA-I, LL",11720 MAIN ST,STE 108,FREDERICKSBURG,VA,22408-7368,1/1/2020,5407359350,"11720 main,Fredericksburg,VA,22408,US",38.2781642,-77.448639
102,102,1366018228,BAYMARK HEALTH SERVICES OF OHIO,900 SAHARA TRL,,YOUNGSTOWN,OH,44514-3667,10/1/2020,3302679020,"900 sahara trl,Youngstown,OH,44514,US",40.9895423,-80.63758240000001
103,103,1366853954,ADDICTION RECOVERY SYSTEMS LLC,103 S PANTOPS DR,STE 102,CHARLOTTESVILLE,VA,22911-8617,1/1/2020,4342200080,"103 s pantops dr,Charlottesville,VA,22911,US",38.0317347,-78.4537692
104,104,1376073957,CROSSROADS TREATMENT CENTER OF WEAV,901 OLD MARS HILL HWY,STE 3,WEAVERVILLE,NC,28787-8628,1/1/2020,8008056989,"901 old mars hill hwy,Weaverville,NC,28787,US",35.78618,-82.5384206
105,105,1376759936,RICHMOND TREATMENT CENTER,2217 E FRANKLIN ST,,RICHMOND,VA,23223-7046,1/1/2020,8042130249,"2217 e franklin,Richmond,VA,23223,US",37.5310878,-77.42277469999999
106,106,1376863043,SOAR CORP,33 WILLIAMS ST,,LANSDOWNE,PA,19050-2730,7/8/2022,6106221114,"33 williams,Lansdowne,PA,19050,US",39.9400824,-75.2554241
107,107,1386128387,VENI VIDI VICI TREATMENT SERVICES L,4B NORTH AVE,STE 302,BEL AIR,MD,21014-2304,7/23/2020,4438193172,"4b north ave,Bel air,MD,21014,US",39.551253,-76.363688
108,108,1386702264,BAY COVE HUMAN SERVICES INC,66 CANAL ST,,BOSTON,MA,02114-2002,1/1/2020,6173713085,"66 canal,Boston,MA,02114,US",42.3636637,-71.05966599999999
109,109,1386783314,GALAX TREATMENT CENTER,111 TOWN HOLLOW RD,,CEDAR BLUFF,VA,24609-9622,1/1/2020,2769633554,"111 town hollow rd,Cedar bluff,VA,24609,US",37.0473126,-81.7811158
110,110,1386888279 1639689292,"HABIT OPCO, LLC",111 HIGHWAY 35 STE 7,CENTRAL JERSEY COMPREHENSIVE TREATM,CLIFFWOOD,NJ,07721-1515,1/1/2020,7327272555,"111 highway 35,Cliffwood,NJ,07721,US",40.4413965,-74.2305425
111,111,1396149068,CRC RECOVERY INC,522 S MAPLE RD,,ANN ARBOR,MI,48103-3837,1/1/2020,7345857970,"522 s maple rd,Ann arbor,MI,48103,US",42.2760775,-83.7810143
112,112,1407034614,PUERTO RICAN ORGANIZATION TO MOTIVA,553-561 COURT ST,,BROOKLYN,NY,11231-3804,1/1/2020,7187807421,"553-561 court,Brooklyn,NY,11231,US",40.68783,-73.8683823
113,113,1407979289,LUMMI INDIAN BUSINESS COUNCIL,2616 KWINA RD,LUMMI COUNSELING SERVICES OTP,BELLINGHAM,WA,98226-9291,5/28/2020,3603806945,"2616 kwina rd,Bellingham,WA,98226,US",48.7938779,-122.6261148
114,114,1417393414,"BHG XXVI, LLC",118 GRAND VUE PLZ,STE 118,HAZARD,KY,41701-6842,1/1/2020,6064871646,"118 grand vue plz,Hazard,KY,41701,US",37.2893613,-83.20843789999999
115,115,1417405333,EVERGREEN TREATMENT SERVICES,1412 SW 43RD ST,STE 140,RENTON,WA,98057-4803,1/1/2020,4252640750,"1412 sw 43rd,Renton,WA,98057,US",47.4417225,-122.236352
116,116,1417412586,RCA MAT PA LLC,53 N UNION AVE,DELAWARE COUNTY HEALTHCARE CLINIC,LANSDOWNE,PA,19050-2536,5/6/2021,4842571350,"53 n union ave,Lansdowne,PA,19050,US",39.9415367,-75.2651824
117,117,1417587502,RINGGOLD TREATMENT CENTER LLC,8292 HIGHWAY 41,,RINGGOLD,GA,30736-2354,1/31/2023,7069522800,"8292 highway 41,Ringgold,GA,30736,US",34.9116304,-85.1050199
118,118,1417671967,SOUTHEAST ALASKA REGIONAL HEALTH CO,225 FRONT ST,STE 104,JUNEAU,AK,99801-1244,8/29/2022,9073644565,"225 front,Juneau,AK,99801,US",58.30025959999999,-134.4063492
119,119,1427125632,SES OPERATING CORP,2367-69 SECOND AVE,,NEW YORK,NY,10035-3108,6/10/2021,2128762300x205,"2367-69 second ave,New york,NY,10035,US",40.800674,-73.935513
120,120,1437377421,MARIN TREATMENT CENTER,1466 LINCOLN AVE,,SAN RAFAEL,CA,94901-2021,1/1/2020,4155268022,"1466 lincoln ave,San rafael,CA,94901,US",37.9801903,-122.5219237
121,121,1437651221,VALLE VISTA LLC,65 AIRPORT PARKWAY SUITE 104,NEW VISTA OUTPATIENT RECOVERY CENTER,GREENWOOD,IN,46143-1407,1/1/2020,3178835330,"65 airport parkway suite 104,Greenwood,IN,46143,US",39.61574239999999,-86.087785
122,122,1447580584,"PENNSYLVANIA ASSOCIATES, LLC",1151 POCONO BLVD UNIT 3,MOUNT POCONO MEDICAL,MOUNT POCONO,PA,18344-1033,1/1/2020,5708397246,"1151 pocono blvd unit 3,Mount pocono,PA,18344,US",41.1357424,-75.36448
